Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,type-pedestrian-bidirectional,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unknown-km,surface_type-lane-unrecognised-km,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-track-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-well_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,surface_quality-lane-unknown-km,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-unknown,percent_quality-track-perfectly_rideable,percent_quality_type-track-well_rideable,percent_quality_type-track-stabilised_gravel,percent_quality_type-track-gravel_dirt,percent_quality_type-track-unrecognised,percent_quality_type-track-unknown,type-limited_access-bidirectional,type-shared_pedestrians-bidirectional,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-unknown,type-track-bidirectional,percent_surface_type-lane-unknown,percent_quality-lane-unknown,type-lane-unidirectional,type-track-unidirectional,percent_quality-lane-well_rideable,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_surface_type-shared_pedestrians-gravel_dirt,percent_quality-lane-perfectly_rideable,percent_quality-limited_access-not_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-track-well_rideable,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-track-moderatly_rideable,type-busway-unidirectional,type-street-bidirectional,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unrecognised,percent_quality-track-badly_rideable,type-pedestrian-unidirectional,type-shared_pedestrians-unidirectional,percent_quality-shared_pedestrians-not_rideable,type-lane-bidirectional,type-limited_access-unidirectional,percent_quality-lane-moderatly_rideable,percent_quality-track-not_rideable,percent_surface_type-shared_pedestrians-unrecognised,percent_surface_type-lane-asphalt_concrete,percent_surface_type-lane-unrecognised,type-street-unidirectional,percent_quality-lane-badly_rideable,percent_surface_type-lane-blocks_slabs_cobbles,percent_quality-lane-not_rideable,percent_surface_type-lane-stabilised_gravel,type-busway-bidirectional
DE,Pfaffenhofen a. d. Ilm,DE21J,"48.608640, 11.523874",760.883,2024-01-10 18:47,629.659,7.734,1192.346,0.0,1.343,1201.422,14.799,45.314,1.448,131.419,38.91,217.091,0.0,0.634,217.725,0.072,0.345,163.874,26.907,61.766,75.486,12.394,28.452,37.459,6.943,3.177,7.348,13.858,18.537,11.004,2.82,5.432,0.174,25.884,,83.251,11.802,3.971,,19.882,1.56,,,,,,1.448,,17.843,8.166,18.886,10.545,14.105,24.284,6.223,0.385,11.987,,57.122,18.189,111.975,2.994,0.144,5.053,,,37.122,5.664,8.4,4.745,0.635,,1.952,15.779,2.412,0.577,,,,,,,1.448,46.747,85.204,6.608,,,,,,38.91,131.419,63.348,6.392,81.923,43.787,3.721,3.721,1.448,1.526,,1.484,6.2,8.98,,,0.483,3.61,0.317,51.097,3.022,5.018,40.552,4.31,11.152,,0.634,4.008,,,,,,,,,,,,,,,,,,
DE,"Pforzheim, Stadtkreis",DE129,"48.879905, 8.719788",98.477,2024-01-10 20:43,170.494,15.056,326.774,0.0,7.172,349.003,32.267,11.301,2.502,29.117,59.052,101.972,0.221,0.0,102.193,0.066,0.598,74.684,2.496,10.715,73.24,2.448,10.508,45.57,2.49,15.461,17.098,3.058,4.547,1.236,2.402,3.809,0.713,3.14,,16.576,1.911,3.025,,17.337,6.665,,,,,,2.502,,4.217,26.183,28.955,10.502,15.616,10.939,21.257,6.308,33.708,,27.789,8.523,22.248,,0.457,,,,10.844,0.503,4.049,2.318,,,,17.373,33.156,,,,,,,,2.502,14.433,76.408,,,,,,,58.98,29.087,56.93,13.905,95.956,9.629,4.238,4.238,2.502,1.672,,,56.147,6.562,,,,7.961,4.044,29.359,10.39,,29.42,1.727,,0.221,,11.286,,,0.038,0.03,,,0.072,,,,,,,,,,,
DE,Pinneberg,DEF09,"53.724595, 9.769418",660.752,2024-01-10 21:33,510.928,25.968,1396.757,0.0,14.916,1437.64,36.484,155.595,8.789,222.525,50.116,437.025,0.0,6.736,443.761,0.305,0.855,256.914,75.286,34.583,58.787,17.227,7.913,206.299,5.895,2.226,8.435,39.518,33.142,18.653,7.05,0.035,0.111,129.746,,131.398,7.158,11.31,,29.796,3.764,,,,,,8.789,,11.763,4.441,16.832,17.759,14.893,11.988,4.531,0.071,0.023,,83.387,14.926,169.229,0.155,3.612,3.234,0.445,,148.149,10.241,16.783,22.038,4.235,,8.02,14.265,7.396,5.51,,,,,,,8.789,29.783,76.049,0.1,,,,,,50.097,219.833,59.048,7.542,95.215,46.174,17.538,17.538,8.095,109.421,,10.994,14.758,3.217,,,1.903,9.903,2.321,59.454,5.082,16.002,28.463,4.602,2.078,,6.7,7.51,,0.286,13.596,2.692,,0.694,0.019,,,,,,0.036,,,,,
DE,"Pirmasens, Kreisfreie Stadt",DEB37,"49.188244, 7.593661",61.445,2024-01-10 20:14,84.441,20.73,136.357,0.0,0.626,157.713,2.933,0.101,1.352,3.035,5.506,9.994,0.0,0.0,9.994,0.001,0.118,7.079,2.734,3.877,70.832,27.352,38.797,3.673,1.053,1.199,0.638,0.02,0.823,,,,,0.101,,2.191,,,,2.616,,,,,,,1.352,,19.12,21.776,11.596,0.664,27.128,,,,,,100.0,0.142,2.775,,,,,,0.101,,0.26,,,,,1.691,1.199,2.474,,,,,,,1.352,2.583,91.437,,,,,,,5.506,3.035,72.208,8.563,100.0,,24.558,24.558,1.352,0.101,,44.926,21.776,,,,,,,47.509,,,30.716,,,,,,,,,,,,,,,,,,,,,,,
DE,Plön,DEF0A,"54.245165, 10.412015",1082.988,2024-01-10 21:34,591.717,15.311,1000.628,0.0,3.677,1019.616,19.367,78.291,2.054,360.871,61.786,503.002,0.0,0.902,503.905,0.132,0.85,372.892,62.264,45.875,74.133,12.378,9.12,123.528,2.956,9.221,14.565,11.943,68.045,26.549,5.657,0.397,0.241,45.447,,250.708,12.249,17.926,,26.73,8.314,,,,,,2.054,,4.784,14.924,23.573,3.31,18.856,33.91,7.226,0.308,0.507,,58.049,16.813,311.65,1.252,3.68,0.79,0.369,,72.2,13.961,23.62,8.704,1.961,0.975,,20.654,21.836,2.014,0.468,,,,,,2.054,27.213,86.36,1.599,,,,,,61.713,360.809,69.473,6.545,92.22,45.352,3.325,3.325,2.054,32.939,,3.26,35.341,3.394,,0.757,0.543,2.412,4.7,43.263,4.967,,33.429,3.869,1.01,,0.821,13.456,,0.471,,0.062,0.27,,0.072,,,,,,0.082,,,,,
DE,"Potsdam, Kreisfreie Stadt",DE404,"52.430003, 13.025006",187.268,2024-01-10 19:42,202.006,19.844,375.266,0.0,9.833,404.944,33.134,30.905,30.144,69.827,15.691,146.567,0.242,5.198,152.006,0.153,0.726,99.975,66.141,28.721,68.211,45.127,19.596,73.326,2.217,3.137,0.428,7.409,1.815,12.383,4.317,,,14.204,,47.538,1.687,11.378,,4.507,5.402,,,,,,30.144,,14.126,19.992,2.73,10.61,2.599,40.068,13.97,,,,45.962,3.568,18.858,0.568,2.819,0.288,0.039,,27.191,21.969,18.224,8.773,2.003,,0.352,2.512,6.642,2.522,0.095,,0.422,0.021,,,29.701,22.737,27.007,1.837,,,,,,15.426,66.003,68.08,26.099,87.982,11.245,192.106,189.282,30.096,19.66,2.688,16.072,42.331,2.416,,0.608,2.868,12.564,9.123,28.723,16.294,2.244,16.007,31.463,0.93,0.242,4.422,34.428,,0.128,0.715,3.824,,0.048,0.265,0.136,,,,,0.776,,,,,
DE,Potsdam-Mittelmark,DE40E,"52.267588, 12.700619",2592.888,2024-01-10 19:37,1415.527,54.502,1465.602,0.138,12.346,1532.588,18.468,65.029,19.327,416.174,39.158,539.687,0.171,32.078,571.937,0.046,0.381,451.372,147.838,128.201,83.636,27.393,23.755,108.877,5.997,11.242,1.65,29.089,25.069,10.959,11.761,,0.04,42.269,,357.622,1.179,3.214,,19.661,0.608,,,,,,19.327,,15.314,28.709,4.214,6.99,6.024,16.852,18.086,0.062,,,65.0,7.116,282.08,0.128,0.662,0.018,,,64.221,67.8,54.763,9.401,2.032,0.098,1.93,15.0,12.833,2.15,0.128,,,,,,19.327,18.174,67.779,0.196,,,,,,39.158,409.459,85.931,13.159,98.758,28.649,49.358,49.358,19.327,36.379,,5.49,32.772,0.283,,0.328,0.488,2.259,1.018,50.21,0.772,4.93,38.307,16.291,0.027,0.171,32.078,1.553,,,1.614,6.714,0.024,,,,,,,,,,,,,
DE,Prignitz,DE40F,"53.123727, 11.901438",2138.631,2024-01-10 19:36,1105.642,16.258,1057.835,0.0,4.291,1078.383,20.881,47.425,0.796,105.405,4.562,158.188,0.0,0.0,158.188,0.043,0.143,121.085,22.84,41.219,76.545,14.439,26.057,67.921,0.896,0.167,0.885,11.558,9.995,12.131,5.745,3.949,0.172,25.428,,67.854,11.23,4.768,,2.41,0.204,,,,,,0.796,,19.642,3.661,19.393,10.966,9.483,25.579,12.115,0.363,8.327,,53.616,0.552,80.063,1.137,1.826,1.255,4.671,,38.537,8.971,3.664,8.015,1.435,3.258,,3.357,0.51,,0.144,,,,,,0.796,12.09,75.957,2.397,,,,,,4.562,105.314,64.374,3.476,81.258,34.175,17.439,17.439,0.796,13.25,,,11.179,10.654,,3.154,1.361,7.604,3.851,52.835,4.523,,73.576,8.511,2.646,,,4.469,,9.848,0.899,0.091,3.091,,,,,,,,,,,,,
DE,Rastatt,DE124,"48.783459, 8.098441",739.544,2024-01-10 20:46,654.257,22.702,1072.888,0.0,5.559,1101.149,19.669,40.691,11.63,145.913,141.293,339.527,0.0,0.796,340.323,0.062,0.519,264.877,98.256,65.918,78.014,28.939,19.415,127.494,18.089,28.93,30.96,20.195,11.762,12.403,7.354,0.089,0.547,20.298,,103.65,3.671,6.635,,52.573,10.742,,,,,,11.63,,12.803,20.475,21.912,13.84,8.061,30.48,18.072,1.345,0.219,,49.884,10.137,75.903,1.812,5.33,1.475,,,32.075,29.535,34.566,5.908,,,5.592,68.218,57.346,,,,,,,,11.63,7.174,52.02,4.452,,,,,,141.134,145.806,71.035,23.69,78.825,33.389,8.231,8.231,11.63,7.302,,,40.586,2.516,,,,4.049,13.098,37.208,4.547,3.958,48.282,20.242,3.624,,0.796,7.602,,,1.674,0.107,,,0.159,,,,,,,,,,,
DE,Ravensburg,DE148,"47.805264, 9.787699",1632.852,2024-01-10 20:40,1444.116,25.832,2721.82,0.0,8.187,2755.839,24.066,57.085,17.357,257.865,227.763,560.071,0.525,1.073,561.669,0.04,0.388,431.62,66.561,71.814,77.065,11.884,12.822,264.12,2.102,36.801,71.115,14.831,18.521,27.987,3.682,1.405,2.554,21.457,,207.443,3.333,13.736,,64.674,53.072,,,,,,17.357,,0.923,16.158,31.223,5.751,7.183,49.027,6.451,4.473,2.461,,37.588,32.8,212.177,1.755,3.221,1.564,,,50.545,16.489,26.172,2.846,0.18,,6.133,36.867,150.101,1.863,,,,,,,17.357,14.401,82.282,3.074,,,,,,227.715,257.711,80.446,10.15,88.543,48.396,7.621,7.621,17.357,8.689,,0.818,65.902,1.293,,,0.07,1.104,5.643,28.395,5.327,2.693,16.187,6.395,2.739,0.525,1.073,23.301,,,0.322,0.154,,,0.048,,,,,,,,,,,
DE,Recklinghausen,DEA36,"51.670995, 7.147014",761.405,2024-01-10 21:28,1045.783,46.978,2189.996,0.0,19.435,2256.409,29.264,184.118,83.763,529.044,117.452,914.377,0.163,27.545,942.085,0.176,0.874,587.252,140.053,132.833,64.224,15.317,14.527,638.805,7.549,22.832,24.064,100.142,82.211,20.196,18.611,5.292,2.932,137.087,,230.234,17.54,98.916,,43.904,19.103,,,,,,83.763,,6.427,19.439,20.488,18.929,15.54,10.969,10.108,1.592,2.874,,74.456,65.954,395.22,0.252,1.916,3.276,0.035,0.126,178.513,50.755,40.146,36.359,6.564,,4.005,16.18,27.559,2.924,0.831,,,,,,83.763,56.154,74.705,0.137,,,,,,116.534,524.349,43.519,7.588,96.956,71.577,71.316,71.316,83.763,112.542,,2.489,23.464,3.315,,0.707,1.241,6.873,1.041,37.38,18.697,3.41,13.776,9.594,1.779,0.163,27.374,16.265,,0.019,0.889,4.695,,,0.918,,0.069,,,,0.171,,,,,
DE,Regen,DE229,"49.015653, 13.115537",973.761,2024-01-10 19:29,417.478,7.173,1026.805,0.0,0.104,1034.081,1.423,10.643,0.0,44.977,47.741,103.361,0.0,0.0,103.361,0.025,0.248,86.827,3.454,32.826,84.004,3.342,31.759,148.776,0.196,17.112,4.946,,10.358,9.304,0.073,0.037,,1.23,,17.807,6.646,10.165,,13.587,11.899,,,,,,,,0.411,35.844,10.36,,23.029,87.414,0.688,,0.344,,11.554,10.433,37.86,,5.131,0.208,,,5.304,,6.011,1.105,,,,9.18,25.074,3.053,,,,,,,,21.854,84.177,,,,,,,45.901,38.867,39.592,13.365,49.837,10.488,,,,0.155,,6.395,52.522,14.778,,,,2.458,48.205,28.461,22.601,,19.229,,1.957,,,24.924,,,0.715,6.109,,,1.84,,,,,,,,,,,
DE,"Regensburg, Kreisfreie Stadt",DE232,"49.022360, 12.100877",79.687,2024-01-10 21:06,219.144,11.996,309.644,0.0,4.453,326.093,27.074,104.433,6.823,55.909,18.41,185.574,0.496,4.525,190.595,0.477,0.847,154.705,27.085,20.286,83.365,14.595,10.932,53.524,3.435,3.936,1.435,4.73,2.151,79.539,3.957,0.202,0.275,20.46,,37.955,4.407,6.666,,7.013,2.59,,,,,,6.823,,18.658,21.379,7.796,8.46,3.847,76.163,3.789,0.263,0.193,,19.592,6.818,32.724,1.411,2.309,,0.069,,100.644,11.957,3.104,8.078,0.046,,1.222,3.571,6.362,0.26,0.175,1.18,0.262,,,,5.382,37.034,58.532,1.351,,,,,,18.233,55.065,67.886,5.551,96.372,78.341,37.064,29.232,6.823,26.092,1.424,1.415,34.56,7.882,6.407,0.952,0.082,14.449,2.211,38.096,11.924,6.64,19.399,21.387,,0.496,4.525,14.071,,0.066,0.049,0.844,,,0.177,,,,,,,,,,,
DE,"Regensburg, Landkreis",DE238,"48.994222, 12.335423",1392.336,2024-01-10 21:08,1150.598,8.968,1800.564,0.0,0.491,1810.023,5.189,70.914,0.533,155.894,131.021,358.363,0.0,0.0,358.363,0.062,0.311,318.397,35.214,29.282,88.848,9.826,8.171,142.851,1.519,21.297,15.332,7.55,12.833,55.949,1.853,0.293,1.552,11.268,,110.373,12.967,12.172,,22.478,70.396,,,,,,0.533,,1.159,16.255,11.702,4.843,8.232,78.897,2.612,2.189,0.413,,15.89,20.094,124.667,12.487,3.051,1.41,,,53.966,11.505,5.826,13.896,,,2.243,10.899,95.438,2.15,0.198,,,,,,0.533,15.337,79.969,17.609,,,,,,131.021,155.022,70.8,3.737,76.101,64.855,0.407,0.407,0.533,6.059,,1.641,72.841,8.318,,0.151,,8.914,4.302,17.156,7.808,1.712,8.318,7.38,1.988,,,53.729,,,,0.872,,,,,,,,,,,,,,
DE,Region Hannover,DE929,"52.401779, 9.800466",2297.356,2024-01-10 19:07,2306.038,72.818,3475.588,6.114,48.022,3602.541,39.74,413.353,54.013,723.862,297.096,1488.323,0.035,25.666,1514.025,0.179,0.645,1196.874,161.62,145.785,80.418,10.859,9.795,755.746,28.445,27.23,38.65,151.657,51.629,85.541,173.945,2.796,3.073,147.157,0.841,452.349,7.295,60.87,0.062,114.925,87.845,,,,,,54.013,,9.574,9.165,13.009,20.951,7.132,20.695,42.082,0.743,0.676,0.203,35.601,43.328,620.997,11.434,6.645,4.861,0.059,0.071,390.284,36.195,29.539,35.656,1.475,,12.609,118.086,117.02,5.397,0.655,,,,,,54.013,14.584,85.789,2.766,,,,,,296.677,696.194,62.491,4.081,94.419,216.723,18.18,18.18,53.85,196.63,,1.817,39.388,1.008,,0.221,0.204,4.926,1.608,38.683,8.409,4.244,39.747,5.0,1.176,0.035,25.637,29.568,,0.014,18.072,27.667,,0.162,0.419,,0.017,0.009,,,0.029,,,,,
DE,Regionalverband Saarbrücken,DEC01,"49.245375, 6.970903",412.263,2024-01-10 21:05,693.623,58.123,964.495,0.411,40.966,1063.996,41.343,42.289,36.622,67.86,137.19,283.961,1.164,4.012,289.137,0.061,0.409,178.352,11.423,61.779,62.809,4.023,21.756,220.872,16.125,28.272,21.698,15.654,14.799,4.272,1.423,4.041,,32.553,,32.0,3.949,1.43,0.028,61.243,9.852,,0.064,,,,36.559,,11.754,20.608,15.816,23.068,21.808,10.101,3.366,,9.556,,76.978,50.803,65.095,1.106,0.122,5.482,,,35.58,0.834,1.519,0.412,,,0.919,41.771,41.967,1.619,0.111,2.945,3.089,,,,30.588,37.032,95.925,2.614,,,,,,136.735,66.738,47.155,2.239,84.134,18.972,26.648,22.296,36.221,23.317,2.252,1.18,30.59,5.819,2.147,0.081,,0.608,0.289,44.641,2.107,0.67,30.447,1.229,12.963,1.164,3.759,7.181,,,0.393,1.122,,0.402,0.454,,,0.042,0.046,,0.253,,,,,
DE,Rems-Murr-Kreis,DE116,"48.911118, 9.539307",856.918,2024-01-10 20:59,909.132,44.957,1816.378,0.0,7.737,1869.072,14.682,42.731,26.816,156.816,316.086,542.45,0.393,1.598,544.441,0.047,0.597,446.144,52.793,65.861,82.246,9.732,12.141,258.976,8.212,37.428,40.511,7.676,11.955,23.748,1.209,0.747,0.004,17.024,,132.923,2.908,1.354,,220.075,9.169,0.691,,,,,26.816,,2.598,11.841,12.817,4.895,7.624,55.575,2.829,0.009,1.748,,39.839,19.194,118.32,2.595,5.1,0.602,,,34.435,14.628,21.838,1.193,0.262,0.575,15.132,211.275,68.819,1.115,0.551,,,,,,26.816,6.072,75.452,6.074,,,,,,316.055,156.099,84.764,13.926,80.585,34.878,8.484,8.484,26.816,7.854,,0.353,21.772,1.854,,0.174,0.167,0.761,11.934,69.625,0.864,4.787,66.841,9.328,1.408,0.393,1.598,2.901,0.219,,1.668,0.717,0.366,,0.032,,,,,,,,,,,
DE,"Remscheid, Kreisfreie Stadt",DEA18,"51.184556, 7.227445",73.978,2024-01-10 21:23,127.098,25.758,270.349,0.0,2.388,298.495,8.484,3.073,5.494,17.673,16.716,42.956,0.0,0.0,42.956,0.024,0.338,30.135,10.538,13.152,70.153,24.532,30.617,27.241,0.554,0.79,3.619,0.769,0.816,0.151,0.029,,,2.893,,15.02,0.046,1.022,,11.433,0.32,,,,,,5.494,,3.316,4.726,21.648,4.349,4.617,4.91,0.951,,,,94.139,12.004,6.451,,,0.069,,,3.004,7.548,1.083,2.002,0.07,0.519,,3.999,0.714,,,,,,,,5.494,71.808,36.504,,,,,,,16.475,17.4,84.989,6.128,97.749,1.324,32.866,32.866,5.494,1.749,,,4.271,0.262,,,0.394,11.328,,68.394,5.784,,23.921,42.712,2.251,,,1.916,,,0.691,0.273,2.935,,0.241,,,,,,,,,,,
DE,Rendsburg-Eckernförde,DEF0B,"54.327337, 9.721422",2169.433,2024-01-10 21:32,1459.953,20.01,2396.136,0.0,5.4,2421.546,21.253,119.435,5.265,769.421,86.819,980.94,0.0,6.398,987.338,0.082,0.672,767.278,101.962,40.81,78.219,10.394,4.16,245.569,6.005,10.292,14.6,60.452,89.724,9.431,5.074,0.825,0.033,104.073,,582.355,25.414,11.476,,49.46,6.462,,,,,,5.265,,6.916,11.855,16.817,7.857,11.661,7.896,4.248,0.028,0.69,,87.137,25.56,668.156,0.02,0.045,3.14,0.538,,115.692,33.157,42.258,18.642,7.208,,3.867,31.606,24.157,1.629,,,,,,,5.265,29.44,86.839,0.016,,,,,,86.806,769.379,75.687,5.492,96.866,40.234,6.064,6.064,5.265,79.201,,1.877,27.825,3.303,,,0.937,2.423,0.038,56.969,1.491,4.454,36.404,4.309,2.629,,6.398,7.443,,0.451,0.217,0.042,,,0.013,,,,,,,,,,,
DE,Reutlingen,DE141,"48.400593, 9.377168",1092.929,2024-01-10 20:37,796.785,30.212,1470.9,0.0,8.167,1509.279,21.279,58.976,18.329,129.139,223.524,429.968,0.478,3.358,433.804,0.074,0.54,352.716,100.854,77.814,82.033,23.456,18.098,259.625,18.368,50.578,23.058,4.867,12.707,25.573,5.06,5.187,,23.156,,96.38,6.238,8.947,,105.982,25.537,,,,,,18.329,,8.218,22.628,10.316,3.769,9.84,43.362,8.58,,8.795,,39.264,16.32,65.404,4.361,6.783,0.224,,,47.608,21.402,26.643,15.543,0.148,,4.414,114.533,86.021,1.76,0.475,,1.247,,,,17.082,7.301,50.646,7.395,,,,,,223.524,129.139,74.632,20.631,80.725,43.407,8.2,7.642,18.329,15.569,0.558,0.787,38.484,4.831,,0.213,0.114,12.036,11.501,47.414,6.928,1.975,51.24,16.573,0.379,0.478,3.278,11.425,,,,,,,,,,,,,0.08,,,,,
DE,Rhein-Erft-Kreis,DEA27,"50.892381, 6.735036",703.103,2024-01-10 21:15,979.762,54.871,1446.623,0.512,30.766,1532.771,35.927,81.708,41.468,396.566,163.253,682.995,0.044,16.606,699.645,0.083,0.697,475.944,196.938,142.837,69.685,28.834,20.913,312.7,23.947,20.874,28.575,48.07,84.516,20.729,7.349,0.289,0.835,52.493,0.014,249.159,5.917,8.904,,71.017,18.84,,,,,,41.468,,14.669,12.786,17.504,12.122,21.312,25.37,8.994,1.022,0.353,0.017,64.244,27.566,264.788,4.181,3.841,0.87,0.084,,72.732,67.02,45.868,17.15,1.74,,27.872,65.526,28.002,14.269,0.019,,,,,,41.468,16.885,66.77,5.117,,,,,,162.883,390.643,62.829,11.566,89.015,52.987,25.401,25.401,40.342,28.721,,8.74,17.152,1.492,,0.012,0.439,4.325,4.701,43.501,2.245,17.073,40.138,16.9,1.065,0.044,16.499,11.54,,0.102,0.745,5.923,,1.126,0.371,,,,,,0.107,,,,,
DE,Rhein-Hunsrück-Kreis,DEB1D,"50.054440, 7.511136",990.613,2024-01-10 20:12,1080.659,12.955,680.353,0.0,0.84,694.147,6.086,23.189,0.001,79.619,41.709,144.518,0.0,0.0,144.518,0.021,0.134,123.1,64.671,70.613,85.18,44.75,48.861,110.166,0.817,16.064,5.754,3.336,3.994,9.669,1.477,0.285,0.088,11.67,,71.161,1.128,,,16.962,1.784,0.328,,,,,0.001,,1.959,38.514,13.795,4.191,5.016,41.698,6.369,0.38,1.227,,50.325,5.033,29.622,,,,,,23.189,42.131,7.825,,,0.041,6.094,9.568,7.941,13.064,0.008,,,,,,0.001,12.068,37.205,,,,,,,41.709,79.252,89.377,9.828,100.0,21.944,0.002,0.002,0.001,1.245,,31.322,19.038,1.416,,0.02,,,,40.667,,14.612,22.94,52.916,,,,4.278,0.787,,,0.367,0.051,,,,,,,,,,,,,
DE,Rhein-Kreis Neuss,DEA1D,"51.174148, 6.659972",576.775,2024-01-10 21:20,889.377,51.51,1349.188,0.0,23.238,1423.936,31.089,132.108,31.694,436.463,208.159,808.424,0.07,8.34,816.834,0.149,0.909,514.299,97.512,90.037,63.617,12.062,11.137,224.962,38.878,9.312,59.491,95.151,97.756,6.23,18.664,1.036,0.92,105.258,,207.637,9.948,25.971,,97.196,3.282,,0.074,,,,31.62,,18.677,4.474,28.58,21.801,22.397,4.716,14.127,0.696,0.784,,79.676,39.345,354.717,2.801,4.951,1.67,1.469,0.124,121.093,10.036,56.139,14.03,1.541,,6.004,139.897,17.19,5.687,0.036,,,,,,31.694,18.901,81.271,2.12,,,,,,207.917,433.581,47.573,12.862,91.662,75.144,15.19,15.226,31.216,56.964,,2.732,8.258,2.279,,0.017,0.353,3.215,3.748,46.693,5.95,2.884,67.207,2.299,1.264,0.07,7.318,1.577,,1.112,0.047,2.882,,0.478,0.242,,0.094,,0.035,,1.022,,,,,
DE,Rhein-Lahn-Kreis,DEB1A,"50.240569, 7.814256",781.825,2024-01-10 20:10,758.803,23.872,683.061,0.0,4.842,711.775,16.862,12.892,2.728,56.1,42.124,113.844,0.0,0.0,113.844,0.017,0.15,96.454,7.677,22.352,84.725,6.743,19.634,136.928,2.952,10.163,2.301,0.598,4.422,3.946,1.008,,,7.938,,48.151,0.339,2.588,,21.27,5.437,,,,,,2.728,,7.009,24.126,5.463,1.066,7.883,30.606,7.821,,,,61.573,8.414,45.038,,,,,,12.892,1.583,7.408,2.07,,,1.858,17.053,14.381,0.419,,,,,,,2.728,19.974,80.283,,,,,,,41.908,56.1,85.832,13.205,100.0,7.169,6.477,6.477,2.728,5.723,,0.994,34.14,0.605,,,,3.69,,50.494,4.614,4.41,40.482,2.822,,,,12.908,,,,,,,0.216,,,,,,,,,,,
