Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,type-pedestrian-bidirectional,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unknown-km,surface_type-lane-unrecognised-km,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-track-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-well_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,surface_quality-lane-unknown-km,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-unknown,percent_quality-track-perfectly_rideable,percent_quality_type-track-well_rideable,percent_quality_type-track-stabilised_gravel,percent_quality_type-track-gravel_dirt,percent_quality_type-track-unrecognised,percent_quality_type-track-unknown,type-limited_access-bidirectional,type-shared_pedestrians-bidirectional,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-unknown,type-track-bidirectional,percent_surface_type-lane-unknown,percent_quality-lane-unknown,type-lane-unidirectional,type-track-unidirectional,percent_quality-lane-well_rideable,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_surface_type-shared_pedestrians-gravel_dirt,percent_quality-lane-perfectly_rideable,percent_quality-limited_access-not_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-track-well_rideable,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-track-moderatly_rideable,type-busway-unidirectional,type-street-bidirectional,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unrecognised,percent_quality-track-badly_rideable,type-pedestrian-unidirectional,type-shared_pedestrians-unidirectional,percent_quality-shared_pedestrians-not_rideable,type-lane-bidirectional,type-limited_access-unidirectional,percent_quality-lane-moderatly_rideable,percent_quality-track-not_rideable,percent_surface_type-shared_pedestrians-unrecognised,percent_surface_type-lane-asphalt_concrete,percent_surface_type-lane-unrecognised,type-street-unidirectional,percent_quality-lane-badly_rideable,percent_surface_type-lane-blocks_slabs_cobbles,percent_quality-lane-not_rideable,percent_surface_type-lane-stabilised_gravel,type-busway-bidirectional
HU,Baranya,HU231,"46.077261, 18.218740",4430.491,2024-01-11 02:11,1859.559,63.016,2034.461,0.0,6.273,2103.75,9.053,125.903,7.666,21.797,38.828,194.194,0.086,0.0,194.28,0.068,0.104,142.013,44.996,62.924,73.129,23.171,32.403,26.609,23.946,8.572,4.328,2.212,5.094,86.469,4.34,,,35.094,,14.491,,,,1.982,,,,,,,7.666,,61.671,22.078,11.145,10.149,23.372,68.679,3.447,,,,27.874,21.988,17.968,17.939,20.043,,,,87.922,0.287,2.488,1.054,,,,0.261,13.655,2.924,,,,,,,7.666,56.63,82.431,14.248,,,,,,38.828,21.469,66.479,11.414,69.833,125.25,19.743,19.743,7.666,0.653,,7.53,35.167,,,,,4.837,15.919,5.105,,,0.672,1.317,,0.086,,,,,,0.329,,,,,,,,,,,,,,
HU,Borsod-Abaúj-Zemplén,HU311,"48.113969, 20.950915",7246.307,2024-01-11 02:15,2920.365,118.354,3889.076,0.0,7.552,4014.981,5.998,195.592,17.521,14.405,58.227,285.744,0.565,0.0,286.31,0.067,0.098,157.752,50.551,31.9,55.207,17.691,11.164,66.29,3.78,5.432,5.632,1.86,6.594,95.421,1.926,,,98.245,,5.951,,,,43.358,0.025,,,,,,17.521,,6.491,9.328,9.673,12.91,45.776,48.786,0.985,,,,50.23,35.118,14.174,7.193,19.087,4.133,2.433,,162.746,0.231,,,,,,7.937,8.028,7.144,,,,,,,17.521,60.312,98.396,3.678,,,,,,58.049,14.405,41.313,,83.207,192.319,30.092,30.092,17.521,3.273,,12.269,13.788,,,,,,9.758,74.465,,,13.631,1.604,2.113,0.565,,0.043,,1.244,0.018,,,,0.178,,,,,,,,,,,
HU,Budapest,HU110,"47.480981, 19.145900",525.928,2024-01-11 02:09,1294.916,379.116,2801.47,0.0,119.667,3300.253,23.992,145.528,76.329,66.154,19.31,307.321,14.152,0.029,321.503,0.112,0.237,189.511,65.327,32.022,61.665,21.257,10.42,61.321,1.697,3.137,0.876,7.377,6.704,94.261,17.366,,,33.902,,49.574,1.955,0.545,,12.843,0.757,,,,,,76.329,,8.787,16.246,4.537,11.151,10.134,64.772,11.933,,,,23.296,9.845,40.797,10.861,8.151,11.973,2.741,,111.803,11.708,7.919,3.53,1.899,0.301,2.257,1.775,3.855,1.132,0.446,,,,,,76.329,50.987,61.67,7.463,,,,,,18.136,65.745,74.937,11.971,76.826,139.544,395.283,395.283,76.315,5.984,,5.861,19.963,2.954,,2.308,2.87,5.336,5.601,66.511,0.824,11.69,9.192,17.699,8.227,14.152,,3.92,,1.883,,0.408,0.455,0.014,1.174,,,,,,0.029,,,,,
HU,Bács-Kiskun,HU331,"46.520621, 19.344505",8444.413,2024-01-11 02:16,2383.319,81.708,3718.342,0.0,5.017,3805.067,5.785,467.017,15.247,50.243,1.799,534.306,0.0,0.0,534.306,0.196,0.224,423.185,315.956,22.083,79.203,59.134,4.133,9.693,0.004,0.903,0.194,7.51,3.994,366.813,8.518,,,91.686,,23.163,0.498,15.079,,0.358,0.341,,,,,,15.247,,0.2,50.182,10.76,14.947,7.949,78.544,1.824,,,,19.632,0.829,17.037,140.169,87.638,30.175,23.992,,185.044,1.942,14.438,10.917,5.908,,0.093,0.053,0.823,,,0.145,,,,,15.102,46.09,33.91,30.014,,,,,,1.755,50.162,46.101,28.737,39.622,465.027,847.733,839.646,15.102,1.99,,,45.758,0.991,8.088,,11.759,21.729,18.766,19.889,30.012,5.194,2.958,3.865,6.461,,,18.967,,5.137,,0.081,,0.145,0.043,,,,,,,,,,,
HU,Békés,HU332,"46.736143, 21.056745",5629.041,2024-01-11 02:16,1623.009,34.654,2730.6,0.0,4.537,2769.791,11.577,347.8,10.579,29.322,10.245,397.946,0.0,0.003,397.948,0.214,0.245,142.933,23.701,16.974,35.918,5.956,4.265,34.879,0.755,2.51,1.583,1.578,17.658,118.951,3.527,0.13,,225.192,,9.467,,0.619,,5.396,,,,,,,10.579,,7.374,24.498,15.456,5.382,60.22,34.201,1.014,,0.037,,64.748,1.709,28.97,5.603,7.19,1.184,0.837,,332.986,,,0.352,,,5.271,,,3.265,,,,,,,10.579,16.68,98.8,1.611,,,,,,10.245,29.322,32.288,,95.741,346.881,103.267,103.267,10.579,0.919,,31.872,,,,,,1.2,2.067,52.672,2.11,51.448,,,0.34,,0.003,,,0.241,,,,,,,,,,,,,,,,
HU,Csongrád,HU333,"46.462904, 20.251792",4260.757,2024-01-11 02:14,1660.759,28.684,2323.114,0.0,20.05,2371.847,41.142,385.477,20.108,73.809,21.722,501.116,0.537,14.171,515.824,0.232,0.302,413.401,321.752,34.504,82.496,64.207,6.885,19.161,0.35,,0.404,5.885,3.734,314.765,7.152,0.092,,63.469,,64.094,0.096,,,20.968,,,,,,,20.108,,1.611,,1.859,7.973,5.059,81.656,1.855,,0.024,,16.465,7.642,24.706,141.898,67.689,36.572,12.41,,126.908,12.744,22.012,13.001,1.346,,1.281,0.081,12.718,,,,,,,,20.108,35.183,33.473,36.811,,,,,,21.492,73.239,86.838,29.823,32.922,380.542,92.57,92.57,19.689,4.936,,,58.549,0.13,,,1.824,17.614,17.56,96.53,,5.895,0.373,17.266,9.487,0.537,14.171,,,3.219,,0.57,,0.419,0.23,,,,,,,,,,,
HU,Fejér,HU211,"47.130076, 18.550351",4358.173,2024-01-11 02:12,1775.406,85.561,2633.26,0.0,13.186,2732.006,13.353,109.416,39.915,45.524,42.917,237.772,0.132,0.0,237.904,0.062,0.134,173.949,101.618,54.187,73.158,42.738,22.79,22.375,0.551,7.428,0.595,16.193,7.737,89.12,4.719,,,15.577,,21.594,,,,33.958,0.386,,,,,,39.915,,1.284,17.307,1.385,35.57,16.996,81.45,4.313,,,,14.236,1.664,32.158,34.668,12.091,4.166,,,58.491,7.666,2.869,2.621,0.079,0.132,19.2,7.082,13.979,0.992,,,,,,,39.915,3.877,70.64,31.684,,,,,,42.914,45.368,47.434,6.301,53.458,108.73,93.004,93.004,39.915,0.686,,2.312,32.573,,,,0.173,5.758,11.05,79.124,,44.737,16.502,16.839,3.808,0.132,,0.899,,,,0.156,0.289,,0.003,,,,,,,,,,,
HU,Győr-Moson-Sopron,HU221,"47.647333, 17.187744",4208.475,2024-01-11 02:10,2279.051,70.691,2464.905,0.0,3.914,2539.51,5.246,285.394,26.609,41.075,59.246,412.325,0.0,0.0,412.325,0.125,0.181,282.965,164.238,60.359,68.627,39.832,14.639,71.724,1.497,3.328,4.712,2.896,12.32,182.532,13.191,1.386,2.566,85.719,,23.518,2.342,,,17.314,32.394,,,,,,26.609,,2.527,5.617,7.954,7.049,29.993,63.958,4.622,0.899,0.486,,30.035,8.7,31.169,65.051,46.784,16.263,0.049,,157.247,3.16,3.06,3.687,,,,13.7,32.695,4.151,,,,,,,26.609,14.685,75.883,22.793,,,,,,59.198,40.574,57.256,7.45,55.098,260.954,44.913,44.913,26.609,24.44,,7.007,55.185,5.701,,,,8.975,16.393,29.224,,,23.124,7.692,5.698,,,54.678,,0.017,,0.501,,,0.049,,,,,,,,,,,
HU,Hajdú-Bihar,HU321,"47.453059, 21.512729",6209.133,2024-01-11 02:14,2019.557,189.474,3048.508,0.0,6.662,3244.644,3.397,232.294,8.706,85.453,6.276,332.729,0.0,0.0,332.729,0.115,0.165,177.183,21.73,29.396,53.252,6.531,8.835,13.135,0.173,1.403,0.933,2.854,33.496,117.656,2.219,,,112.41,0.009,49.048,0.011,,0.044,3.601,0.166,,,,,,8.706,,2.754,22.349,14.872,3.34,39.198,50.65,0.955,,,0.004,48.392,5.888,85.383,8.602,11.441,,,,212.25,0.071,,,,,,,,0.388,,,,,,,8.706,93.825,99.917,3.703,,,,,,6.276,84.218,57.397,,91.372,231.281,138.717,138.717,7.888,1.013,,6.175,,0.013,,,,,4.925,57.383,,,,0.083,,,,2.641,,,,1.235,,0.818,,,,0.052,,,,,,,,
HU,Heves,HU312,"47.785874, 20.082745",3634.785,2024-01-11 02:15,1428.648,63.566,1923.56,0.0,1.553,1988.679,2.385,77.717,11.115,35.546,49.939,174.317,0.0,0.0,174.317,0.054,0.122,136.225,42.772,16.432,78.148,24.537,9.427,6.886,,1.889,0.143,0.374,7.387,45.359,12.212,0.699,,19.447,,24.242,,3.542,,47.467,0.439,,,,,,11.115,,,3.783,0.287,1.052,20.782,58.364,15.714,,0.899,,25.022,19.987,29.991,10.363,2.012,,3.478,,61.865,0.794,,4.761,,,0.841,8.047,16.16,4.904,,,,,,,11.115,40.023,84.372,13.334,,,,,,49.939,35.546,68.199,,79.603,77.372,22.258,22.258,11.115,0.344,,9.821,32.359,,,,,13.394,2.588,95.05,9.966,1.684,16.114,2.235,,,,0.88,,4.475,,,,,,,,,,,,,,,,
HU,Jász-Nagykun-Szolnok,HU322,"47.214851, 20.519853",5583.051,2024-01-11 02:14,1495.287,64.325,2712.117,0.0,2.083,2778.526,3.137,131.906,19.264,49.425,27.505,228.1,0.0,0.0,228.1,0.088,0.153,123.643,46.983,22.514,54.206,20.597,9.87,4.193,,3.588,5.715,6.25,19.52,68.622,3.325,,,59.958,,23.654,,,,18.202,,,,,,,19.264,,,13.046,20.776,12.646,39.495,52.024,2.521,,,,45.455,17.605,43.16,10.413,3.997,10.754,11.066,,95.677,0.603,0.063,0.066,5.534,,,0.921,5.496,3.484,,,,,,,19.264,64.004,87.323,7.894,,,,,,27.505,49.425,47.859,0.127,72.534,131.557,70.038,70.038,19.245,0.349,,12.666,19.98,,,,11.198,0.133,3.03,66.177,,,3.35,1.22,8.153,,,,,8.389,,,,0.019,,,,,,,,,,,,
HU,Komárom-Esztergom,HU212,"47.578731, 18.305552",2264.52,2024-01-11 02:12,988.695,84.172,1684.074,0.0,4.109,1772.354,4.654,97.461,6.668,20.49,44.689,169.307,0.0,0.0,169.307,0.099,0.171,138.362,94.67,36.158,81.722,55.916,21.356,11.12,0.364,2.567,0.852,3.535,5.665,73.279,6.421,,,17.761,,9.225,1.913,0.152,,40.25,0.656,,,,,,6.668,,0.814,5.745,1.906,17.254,27.647,75.188,6.588,,,,18.224,2.46,15.156,33.783,13.643,0.823,2.65,,46.56,2.248,1.543,1.543,,,4.287,23.878,9.603,4.46,,,,,,,6.668,5.505,73.967,34.663,,,,,,44.575,20.49,45.021,7.533,47.773,95.744,14.921,14.921,6.668,1.716,,9.981,21.489,9.335,,,,7.531,13.999,90.068,0.743,9.593,53.432,10.969,0.845,,,1.468,,2.719,0.011,,,,0.114,,,,,,,,,,,
HU,Nógrád,HU313,"47.964200, 19.463681",2544.952,2024-01-11 02:13,977.193,33.986,1255.58,0.0,1.62,1291.186,4.549,42.96,0.578,4.051,20.192,67.782,0.0,0.0,67.782,0.044,0.069,52.446,22.759,1.954,77.375,33.577,2.882,6.375,,0.466,1.827,0.125,1.186,28.088,3.086,,0.042,11.744,,2.46,,0.28,,11.878,6.021,,,,,,0.578,,,2.31,9.05,3.084,29.275,65.382,7.184,0.097,,,27.337,3.705,3.057,6.468,2.278,1.91,4.561,,27.744,0.011,,0.29,0.693,,,15.106,1.264,0.117,,,,,,,0.578,18.35,75.467,15.055,,,,,,20.192,4.051,60.727,,64.58,42.889,2.864,2.864,0.578,0.072,,0.578,6.261,,,,17.103,7.16,5.302,58.823,6.914,,74.81,0.269,4.446,,,29.817,,10.617,,,,,,,,,,,,,,,,
HU,Pest,HU120,"47.499944, 19.537711",6389.029,2024-01-11 02:13,3178.101,252.885,7496.564,0.0,30.964,7780.413,10.909,233.929,32.08,59.961,106.656,432.625,0.0,0.0,432.625,0.074,0.136,328.321,210.544,89.225,75.89,48.667,20.624,56.594,1.255,17.157,1.56,7.132,10.782,157.812,16.23,0.005,,59.882,,41.285,0.362,0.399,,63.729,22.944,0.011,,,,,32.08,,1.176,16.086,1.463,11.895,17.982,67.461,6.938,,0.002,,25.598,22.784,23.964,44.637,43.332,18.36,2.95,,124.651,14.947,14.753,5.123,1.138,0.035,0.62,53.798,24.931,3.854,0.668,,,,,,32.08,21.363,39.967,19.081,,,,,,106.511,58.635,68.853,24.605,53.286,230.63,30.078,30.078,30.362,3.299,,3.614,23.375,0.604,,0.626,1.898,8.544,18.524,59.752,0.666,0.582,50.441,24.928,7.848,,,21.513,0.01,1.261,0.037,1.326,0.059,1.718,0.145,,,,,,,,,,,
HU,Somogy,HU232,"46.422176, 17.598937",6062.861,2024-01-11 02:11,2032.11,52.402,2568.986,0.0,6.363,2627.75,10.827,133.784,18.626,49.543,31.043,232.995,0.0,0.0,232.995,0.066,0.115,177.941,59.604,13.556,76.371,25.582,5.818,22.27,0.157,7.44,1.781,4.226,5.499,99.636,4.039,0.616,,29.492,,39.817,,,,19.785,1.88,,,0.344,,,18.281,,0.506,23.967,5.736,8.53,11.1,74.475,3.019,,0.461,,22.045,15.869,32.907,22.848,9.645,3.79,3.437,,94.064,0.987,12.621,3.028,,,,2.275,12.898,,,,,,,,18.626,51.121,66.421,17.078,,,,,,31.043,48.643,80.37,25.475,70.311,132.263,58.891,60.001,18.457,1.52,,,41.549,,,,,6.112,7.21,63.736,,,7.33,1.992,2.833,,,6.056,,2.569,,0.9,,0.169,,,,,,,,,1.109,,,
HU,Szabolcs-Szatmár-Bereg,HU323,"48.008280, 21.969688",5930.765,2024-01-11 02:15,2386.0,69.106,3241.804,0.0,0.929,3311.839,1.327,379.605,11.664,92.262,28.72,512.251,0.0,0.0,512.251,0.159,0.215,395.131,198.32,80.663,77.136,38.715,15.747,4.459,1.314,1.726,0.469,4.535,19.721,283.969,10.369,,,85.267,,68.006,,,,24.013,1.198,,,,,,11.664,,4.576,6.009,1.634,4.915,21.375,74.806,2.732,,,,22.462,12.015,54.903,64.719,62.153,34.91,0.205,,217.619,22.93,5.215,9.215,,,,3.927,12.313,0.465,,,,,,,11.664,41.836,59.508,17.049,,,,,,28.72,92.255,73.71,5.652,57.328,375.031,40.612,40.612,11.664,4.574,,1.618,42.872,,,,,9.987,16.373,83.61,,,13.673,24.853,9.196,,,4.17,,0.054,,0.007,,,,,,,,,,,,,,
HU,Tolna,HU233,"46.482849, 18.482564",3703.634,2024-01-11 02:14,1285.069,45.315,1651.912,0.0,1.715,1698.942,3.647,74.879,5.762,9.444,24.081,114.167,0.0,0.0,114.167,0.058,0.089,95.133,48.982,42.635,83.328,42.904,37.344,8.829,1.507,15.977,0.945,,1.943,62.99,1.506,,,10.383,,7.501,,,,5.653,,,,,,,5.762,,6.259,66.345,3.923,,20.577,84.122,2.011,,,,13.867,1.213,8.514,14.237,11.808,0.014,,,48.82,,0.508,0.421,,,2.073,3.504,4.97,9.511,2.81,,,,,,5.762,5.036,90.155,19.014,,,,,,24.081,9.444,79.423,5.383,65.198,73.425,23.929,23.929,5.762,1.454,,39.496,20.639,,,11.669,,4.462,15.77,23.473,,8.609,14.551,,0.019,,,,,,,,,,,,,,,,,,,,,
HU,Vas,HU222,"47.089956, 16.842082",3336.044,2024-01-11 02:11,1728.486,39.188,1367.633,0.0,2.855,1409.677,6.791,109.191,8.606,24.761,55.502,198.06,0.034,0.0,198.094,0.063,0.115,125.999,18.952,43.919,63.617,9.569,22.174,15.473,15.347,19.69,1.7,1.973,9.231,53.48,3.177,,,52.524,0.011,11.026,1.252,1.279,,15.497,3.268,,,,,,8.606,,27.651,35.477,3.064,7.966,37.28,48.978,2.909,,,0.01,48.102,20.585,14.971,5.455,1.727,2.178,0.009,,99.823,2.259,3.109,3.54,0.882,,,26.101,8.405,0.411,,,,,,,8.606,37.089,60.461,4.996,,,,,,55.281,24.649,44.528,12.556,91.42,97.328,15.506,15.506,8.606,11.864,,0.741,15.143,5.058,,,3.563,14.295,1.581,27.921,5.167,,47.027,9.124,1.994,0.034,,5.887,,0.009,,0.112,,,0.22,,,,,,,,,,,
HU,Veszprém,HU213,"47.116196, 17.719439",4462.888,2024-01-11 02:10,1775.301,85.884,2421.546,0.0,8.494,2515.924,9.0,129.426,7.274,44.416,80.563,261.679,0.0,0.0,261.679,0.073,0.147,226.435,103.549,43.385,86.532,39.571,16.58,39.402,0.153,14.573,3.173,0.804,5.059,109.155,0.477,0.056,,19.739,,32.629,5.924,,,38.91,23.754,,,,,,7.274,,0.19,18.09,3.938,1.81,11.389,84.338,0.368,,0.043,,15.251,23.4,19.057,31.895,13.971,1.454,0.469,,81.636,5.392,13.782,5.355,0.829,,11.793,20.919,18.12,6.331,,,,,,,7.274,29.046,42.906,24.643,,,,,,80.465,44.189,73.463,31.029,63.076,127.414,9.029,9.029,7.274,2.011,,7.858,22.492,13.338,,,1.868,12.057,10.795,48.297,,14.639,25.966,12.141,1.124,,,29.485,,0.363,,0.227,,,0.098,,,,,,,,,,,
HU,Zala,HU223,"46.669786, 16.822720",3783.868,2024-01-11 02:12,1872.898,38.017,2077.685,0.0,1.036,2116.738,2.653,139.916,2.477,37.303,19.219,198.916,0.0,0.976,199.892,0.075,0.106,147.515,70.704,11.54,74.16,35.545,5.801,27.666,0.139,10.518,0.161,1.091,7.151,90.196,4.424,0.033,3.634,41.611,0.018,28.792,0.241,,0.028,6.985,1.415,,,,,,2.477,,0.726,54.724,0.84,2.924,19.171,64.464,3.162,2.598,0.024,0.013,29.74,0.706,23.843,13.74,23.481,2.018,0.015,,100.663,3.613,4.715,4.573,0.559,,0.445,0.676,2.154,15.238,,,,,,,2.477,3.674,63.915,9.82,,,,,,19.08,37.263,77.184,12.641,71.945,136.544,12.887,12.887,2.477,3.372,,79.284,11.208,0.646,,,1.499,12.259,16.782,36.346,,2.316,3.518,9.685,1.442,,0.976,7.364,,0.011,,0.041,,,0.139,,,0.075,,,,,,,,
IE,Border,IE041,"54.573717, -8.001464",11511.482,2024-01-11 02:21,5821.704,15.344,12862.819,0.0,0.0,12878.163,0.0,42.991,23.31,65.814,7.913,140.028,0.0,1.202,141.23,0.007,0.024,71.767,24.608,14.497,51.252,17.573,10.353,24.807,1.063,2.883,3.959,2.456,14.562,5.31,,10.472,0.779,26.43,,41.017,7.517,0.261,,0.008,,,,,,,23.31,,13.439,36.431,50.031,3.731,22.127,12.351,,1.812,24.359,,61.478,1.056,48.644,,,3.033,,4.469,35.489,7.432,1.205,8.532,,,,0.516,3.356,0.537,2.446,,,,,,23.31,13.351,73.912,,,,,,,7.913,65.573,62.323,1.831,82.549,25.537,294.592,294.592,23.31,17.454,,6.792,42.417,11.422,,30.917,,12.964,,0.098,0.397,,6.523,11.293,7.056,,,,,,,0.241,,,,,10.395,,,,1.202,,,,,
IE,Dublin,IE061,"53.407230, -6.286881",924.935,2024-01-11 02:30,1860.734,105.995,3374.601,0.0,2.655,3483.251,2.444,294.153,171.843,162.405,8.711,637.112,24.882,0.009,662.003,0.158,0.342,171.093,17.45,39.623,26.854,2.739,6.219,60.844,0.14,2.962,1.119,6.227,85.126,72.756,5.644,5.323,1.133,207.93,1.366,69.966,0.517,0.035,0.534,3.723,0.766,,,,,,171.843,,1.605,34.008,12.852,3.834,52.416,24.734,1.919,0.385,1.81,0.464,70.688,7.616,150.787,1.251,1.826,2.365,0.218,0.644,287.849,8.618,1.883,0.978,0.139,,0.132,0.564,0.398,,,1.1,,,,,170.743,87.436,92.846,0.425,,,,,,4.347,147.657,43.081,1.159,97.857,134.404,1972.807,1960.176,170.611,159.749,,,4.571,0.318,12.631,,0.086,0.602,0.621,42.739,0.022,1.52,6.473,5.307,0.804,24.882,0.009,8.796,,0.074,0.251,14.747,,1.233,4.364,,0.219,0.329,,,,,,,,
IE,Mid-East,IE062,"53.398397, -6.792837",6890.101,2024-01-11 02:23,4650.455,32.171,6945.734,0.0,0.169,6978.074,0.523,162.074,24.852,102.119,26.877,315.922,0.256,0.518,316.696,0.035,0.068,183.929,20.477,47.405,58.22,6.482,15.005,44.908,1.298,16.749,0.307,10.872,30.65,33.498,2.368,18.281,31.743,76.183,,19.564,15.616,25.416,,4.331,4.191,,,,,,24.852,,4.831,62.318,1.144,10.647,30.014,20.668,1.461,19.586,11.279,,47.005,13.675,75.151,1.363,7.276,2.011,,,151.424,7.266,5.546,13.867,0.288,,,7.949,5.254,,,,,,,,24.852,50.878,73.592,0.841,,,,,,26.772,95.783,19.158,5.431,93.429,116.684,92.465,92.465,24.852,45.39,,,19.548,15.292,,,0.282,13.58,4.489,16.113,24.889,,29.574,7.116,1.241,0.256,0.422,15.594,,,0.713,6.335,,,0.105,,,,,,0.096,,,,,
IE,Mid-West,IE051,"52.685248, -8.080173",10235.715,2024-01-11 02:22,6363.077,28.804,8644.618,0.0,0.133,8673.554,0.458,118.031,33.824,40.532,3.107,195.494,1.276,0.0,196.77,0.019,0.031,121.948,18.04,22.796,62.379,9.228,11.661,34.33,0.005,2.705,0.398,0.477,15.963,75.33,1.552,16.345,,24.67,0.134,10.187,12.249,1.656,,,,,1.308,,,,32.516,,0.161,87.041,12.798,1.176,39.383,63.822,1.315,,13.848,0.113,20.901,2.836,40.532,17.191,0.086,0.492,,,100.262,,,,,,,,0.271,,,,,,,,33.824,91.283,100.0,14.565,,,,,,3.107,40.532,25.134,,84.945,95.006,1046.444,1088.538,33.824,23.025,,,8.717,30.221,,,,,0.073,,4.086,,,,0.417,1.276,,,,,,,,,,,,,42.094,,,,,,,
IE,Midland,IE063,"53.360943, -7.502571",6650.772,2024-01-11 02:22,3880.277,11.995,5378.522,0.0,6.115,5396.632,33.767,196.599,21.632,11.469,51.05,280.749,0.0,0.0,280.749,0.051,0.072,240.392,15.077,87.924,85.625,5.37,31.318,27.266,,4.216,7.449,,0.732,23.349,10.163,71.117,81.321,10.544,0.105,2.89,1.662,6.185,,38.89,0.495,,,,,,21.632,,,8.258,14.592,,6.385,11.876,5.17,41.364,36.174,0.053,5.363,49.833,11.276,1.055,17.365,0.017,,0.411,177.75,,0.194,,,,,,0.723,,0.494,,,,,,21.632,97.617,98.309,0.536,,,,,,50.702,11.469,25.195,1.691,90.413,177.54,42.374,42.374,21.632,19.058,,,1.416,14.494,,0.967,,,8.833,76.18,53.927,,,,0.009,,,0.97,,,,,,,0.348,,0.209,,,,,,,,,
IE,South-East,IE052,"52.428127, -6.862769",7194.444,2024-01-11 02:26,5478.139,24.275,6677.126,0.0,0.087,6701.488,0.357,56.614,44.87,77.457,2.997,181.938,0.052,0.0,181.99,0.01,0.033,78.551,0.834,4.315,43.174,0.458,2.372,42.102,0.212,2.376,0.409,30.799,16.96,13.023,1.891,0.551,,41.148,,28.387,,1.311,,,,,,,,,44.87,,7.068,79.279,13.653,39.763,21.896,23.004,3.341,,0.974,,72.682,2.967,76.623,,,,,,56.614,,0.408,0.426,,,,,0.03,,,,,,,,44.87,98.991,98.924,,,,,,,2.997,77.457,36.649,0.527,100.0,45.047,1497.13,1497.13,44.87,11.567,,,1.009,,,,,0.55,,,1.693,,,,,0.052,,,,,0.045,,,,,,,,,,,,,,,
